,model,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,company
10262,Honda Amaze S CVT i-VTEC,550000,2016,Dealer,47000,First Owner,Petrol,Automatic,Honda
10263,Mahindra Bolero Power Plus ZLX,650000,2016,Individual,50000,First Owner,Diesel,Manual,Mahindra
10264,Tata Indica Vista Terra 1.4 TDI,183000,2010,Individual,50000,First Owner,Diesel,Manual,Tata
10265,Maruti Swift Ldi BSIV,500000,2018,Dealer,32099,First Owner,Diesel,Manual,Maruti
10266,Chevrolet Beat Diesel LT,190000,2013,Dealer,91737,First Owner,Diesel,Manual,Chevrolet
10267,Hyundai Verna 1.6 SX,495000,2013,Individual,45000,First Owner,Diesel,Manual,Hyundai
10268,Renault Duster 85PS Diesel RxE,490000,2015,Dealer,58000,First Owner,Diesel,Manual,Renault
10269,Tata Safari 2005-2017 DICOR 2.2 EX 4x2,550000,2013,Individual,50000,First Owner,Diesel,Manual,Tata
10270,Hyundai i20 1.4 Sportz,650000,2018,Individual,35000,First Owner,Diesel,Manual,Hyundai
10271,Renault Lodgy 85PS RxL,776000,2017,Individual,58000,First Owner,Diesel,Manual,Renault
10272,Hyundai i20 1.2 Asta Option,635000,2017,Individual,30000,First Owner,Petrol,Manual,Hyundai
10273,Renault KWID RXT,300000,2016,Individual,20000,First Owner,Petrol,Manual,Renault
10274,Maruti Wagon R LXI CNG,380000,2018,Individual,70000,First Owner,CNG,Manual,Maruti
10275,Maruti Baleno Zeta 1.2,675000,2019,Dealer,4104,First Owner,Petrol,Manual,Maruti
10276,Hyundai Creta 1.4 CRDi Base,900000,2017,Individual,60000,First Owner,Diesel,Manual,Hyundai
10277,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,750000,2013,Individual,119970,First Owner,Diesel,Manual,Toyota
10278,Jaguar XF Diesel,1299000,2012,Dealer,73000,First Owner,Diesel,Automatic,Jaguar
10279,Maruti Omni E 8 Str STD,110000,2003,Dealer,68800,First Owner,Petrol,Manual,Maruti
10280,Chevrolet Sail Hatchback 1.2,391000,2017,Individual,15000,First Owner,Petrol,Manual,Chevrolet
10281,Honda City i-DTEC ZX,1270000,2017,Dealer,48030,First Owner,Diesel,Manual,Honda
10282,Mahindra Scorpio VLX SE BSIV,450000,2014,Individual,120000,First Owner,Diesel,Manual,Mahindra
10283,Volvo S 80 D5,790000,2010,Dealer,92000,First Owner,Diesel,Automatic,Volvo
10284,Hyundai Grand i10 Era CNG,245000,2011,Dealer,65000,First Owner,CNG,Manual,Hyundai
10285,Maruti Ritz VXI,170000,2010,Individual,111500,First Owner,Petrol,Manual,Maruti
10286,Hyundai Creta 1.4 CRDi S Plus,925000,2016,Dealer,45000,First Owner,Diesel,Manual,Hyundai
10287,Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,1450000,2018,Dealer,58000,First Owner,Diesel,Manual,Toyota
10288,Toyota Yaris G CVT,950000,2018,Dealer,28000,First Owner,Petrol,Automatic,Toyota
10289,Maruti Alto 800 LXI,275000,2018,Individual,25000,First Owner,Petrol,Manual,Maruti
10290,Honda Amaze VX AT i-Vtech,819999,2018,Dealer,11000,First Owner,Petrol,Automatic,Honda
10291,Honda City S,525000,2013,Dealer,7979,First Owner,Petrol,Manual,Honda
10292,Maruti Celerio ZXI MT BSIV,400000,2018,Individual,14500,First Owner,Petrol,Manual,Maruti
10293,Tata Indigo CR4,250000,2011,Individual,100000,First Owner,Diesel,Manual,Tata
10294,Renault KWID RXT,300000,2017,Individual,25000,First Owner,Petrol,Manual,Renault
10295,Maruti Swift DDiS VDI,425000,2014,Dealer,73000,First Owner,Diesel,Manual,Maruti
10296,Maruti Ciaz ZDi Plus SHVS,549000,2016,Dealer,39000,First Owner,Diesel,Manual,Maruti
10297,Toyota Innova 2.5 GX 8 STR BSIV,700000,2012,Dealer,99099,First Owner,Diesel,Manual,Toyota
10298,Maruti Swift Dzire VXI,459999,2015,Individual,25000,First Owner,Petrol,Manual,Maruti
10299,Maruti Swift Dzire AMT ZDI Plus,730000,2018,Individual,100000,First Owner,Diesel,Automatic,Maruti
10300,Hyundai EON Magna Plus,250000,2014,Dealer,52000,First Owner,Petrol,Manual,Hyundai
10301,Honda Amaze S i-Dtech,450000,2015,Individual,44000,First Owner,Diesel,Manual,Honda
10302,Volkswagen Jetta 2.0L TDI Comfortline,399000,2011,Dealer,51000,First Owner,Diesel,Manual,Volkswagen
10303,Ford Figo Diesel Titanium,150000,2011,Individual,40000,First Owner,Diesel,Manual,Ford
10304,Volkswagen Polo 1.5 TDI Highline,349000,2014,Dealer,31993,First Owner,Diesel,Manual,Volkswagen
10305,Hyundai i20 Magna 1.2,480000,2015,Individual,20000,First Owner,Petrol,Manual,Hyundai
10306,Hyundai Xcent 1.2 Kappa S Option,359000,2014,Dealer,36780,First Owner,Petrol,Manual,Hyundai
10307,Maruti Alto 800 LXI,280000,2017,Individual,50000,First Owner,Petrol,Manual,Maruti
10308,Mahindra Bolero SLE BSIII,200000,2008,Individual,500000,First Owner,Diesel,Manual,Mahindra
10309,Maruti Celerio ZXI,350000,2014,Dealer,67232,First Owner,Petrol,Manual,Maruti
10310,Toyota Innova 2.5 V Diesel 8-seater,695000,2011,Dealer,88001,First Owner,Diesel,Manual,Toyota
10311,Chevrolet Sail Hatchback 1.2,319000,2016,Individual,15000,First Owner,Petrol,Manual,Chevrolet
10312,Hyundai Verna 1.6 SX CRDi (O),599000,2015,Dealer,57000,First Owner,Diesel,Manual,Hyundai
10313,Maruti Wagon R Duo Lxi,175000,2007,Dealer,51012,First Owner,LPG,Manual,Maruti
10314,Chevrolet Tavera B3 LT L1 10 Seats BSIII,320000,2005,Individual,149000,First Owner,Diesel,Manual,Chevrolet
10315,Mahindra TUV 300 mHAWK100 T8,600000,2017,Individual,140000,First Owner,Diesel,Manual,Mahindra
10316,Chevrolet Sail Hatchback 1.2,390000,2017,Individual,15000,First Owner,Petrol,Manual,Chevrolet
10317,Hyundai i20 Active 1.4 SX,650000,2018,Individual,72500,First Owner,Diesel,Manual,Hyundai
10318,Maruti Wagon R LXI DUO BSIII,145000,2009,Individual,50000,First Owner,LPG,Manual,Maruti
10319,Tata Safari 2005-2017 DICOR 2.2 LX 4x2,250000,2011,Individual,87000,First Owner,Diesel,Manual,Tata
10320,Maruti Alto 800 LXI,250000,2017,Individual,30000,First Owner,Petrol,Manual,Maruti
10321,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,785000,2018,Individual,80000,First Owner,Diesel,Manual,Tata
10322,Hyundai Verna CRDi SX ABS,135000,2006,Individual,120000,First Owner,Diesel,Manual,Hyundai
10323,Maruti Swift Dzire ZXI,459999,2016,Individual,20000,First Owner,Petrol,Manual,Maruti
10324,Mahindra Scorpio BSIV,982000,2019,Individual,20000,First Owner,Diesel,Manual,Mahindra
10325,Maruti Swift VDI BSIV,525000,2016,Dealer,79000,First Owner,Diesel,Manual,Maruti
10326,Nissan Terrano Groove Edition,650000,2015,Individual,50000,First Owner,Diesel,Manual,Nissan
10327,Maruti Swift VXI,270000,2011,Individual,35000,First Owner,Petrol,Manual,Maruti
10328,Honda WR-V i-DTEC VX,814000,2018,Individual,16088,First Owner,Diesel,Manual,Honda
10329,Maruti Wagon R VXI,290000,2014,Trustmark Dealer,46652,First Owner,Petrol,Manual,Maruti
10330,Maruti Wagon R AMT VXI,430000,2015,Dealer,20000,First Owner,Petrol,Automatic,Maruti
10331,Maruti Swift Dzire VDI,400000,2014,Individual,100000,First Owner,Diesel,Manual,Maruti
10332,Mahindra Scorpio S2 9 Seater,550000,2015,Individual,71500,First Owner,Diesel,Manual,Mahindra
10333,Maruti Baleno Zeta,810000,2019,Dealer,24000,First Owner,Petrol,Manual,Maruti
10334,Tata Tiago 1.2 Revotron XZ,360000,2018,Individual,80000,First Owner,Petrol,Manual,Tata
10335,Maruti Baleno Alpha Automatic,675000,2018,Dealer,9248,First Owner,Petrol,Automatic,Maruti
10336,Mahindra Bolero Power Plus SLX,675000,2018,Individual,83000,First Owner,Diesel,Manual,Mahindra
10337,Maruti SX4 Vxi BSIV,280000,2012,Individual,48000,First Owner,Petrol,Manual,Maruti
10338,Hyundai Grand i10 Era,225000,2014,Individual,120000,First Owner,Petrol,Manual,Hyundai
10339,Maruti Alto 800 LXI,321000,2017,Individual,10000,First Owner,Petrol,Manual,Maruti
10340,Renault Duster 110PS Diesel RxZ,425000,2013,Dealer,67000,First Owner,Diesel,Manual,Renault
10341,Mahindra XUV500 AT W6 2WD,1400000,2018,Individual,40000,First Owner,Diesel,Automatic,Mahindra
10342,Hyundai i20 1.4 Magna Executive,580000,2016,Dealer,70100,First Owner,Diesel,Manual,Hyundai
10343,Renault Duster 110PS Diesel RxL Explore,400000,2014,Dealer,65000,First Owner,Diesel,Manual,Renault
10344,Volkswagen Ameo 1.2 MPI Comfortline,575000,2017,Dealer,28000,First Owner,Petrol,Manual,Volkswagen
10345,Tata Safari 2005-2017 Dicor VX 4X2,500000,2007,Individual,60000,First Owner,Diesel,Manual,Tata
10346,Toyota Etios V,390000,2014,Dealer,45000,First Owner,Petrol,Manual,Toyota
10347,Renault Duster 110PS Diesel RxL,550000,2015,Dealer,42000,First Owner,Diesel,Manual,Renault
10348,Chevrolet Beat Diesel PS,245000,2012,Dealer,50898,First Owner,Diesel,Manual,Chevrolet
10349,Maruti Swift Dzire ZXI,575000,2015,Dealer,47000,First Owner,Petrol,Manual,Maruti
10350,Hyundai Santro Xing GLS,150000,2007,Individual,110000,First Owner,Petrol,Manual,Hyundai
10351,Maruti Vitara Brezza VDi Option,725000,2017,Individual,78000,First Owner,Diesel,Manual,Maruti
10352,Renault KWID 1.0,300000,2016,Individual,15000,First Owner,Petrol,Manual,Renault
10353,Maruti Alto 800 VXI,310000,2018,Individual,50000,First Owner,Petrol,Manual,Maruti
10354,Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus,950000,2018,Dealer,25358,First Owner,Diesel,Manual,Ford
10355,Mahindra Scorpio S10 7 Seater,850000,2015,Individual,100000,First Owner,Diesel,Manual,Mahindra
10356,Hyundai Grand i10 1.2 Kappa Sportz Option,500000,2018,Individual,35000,First Owner,Petrol,Manual,Hyundai
10357,Maruti Omni E MPI STD BS IV,200000,2017,Individual,200000,First Owner,Petrol,Manual,Maruti
10358,Hyundai Grand i10 1.2 CRDi Magna,395000,2016,Dealer,78000,First Owner,Diesel,Manual,Hyundai
10359,Datsun GO A EPS,295000,2017,Individual,15000,First Owner,Petrol,Manual,Datsun
10360,Volkswagen Vento 1.5 TDI Comfortline,480000,2014,Dealer,71000,First Owner,Diesel,Manual,Volkswagen
10361,Toyota Fortuner 3.0 Diesel,1200000,2010,Individual,140000,First Owner,Diesel,Manual,Toyota
10362,Renault Duster 85PS Diesel RxL,475000,2014,Dealer,34000,First Owner,Diesel,Manual,Renault
10363,Hyundai Xcent 1.2 CRDi SX,515000,2018,Individual,80000,First Owner,Diesel,Manual,Hyundai
10364,Hyundai Creta 1.6 CRDi SX Option,1330000,2018,Individual,35000,First Owner,Diesel,Manual,Hyundai
10365,Maruti Baleno Zeta,700000,2018,Individual,5000,First Owner,Petrol,Manual,Maruti
10366,Volkswagen Vento 1.5 TDI Highline,570000,2017,Dealer,65000,First Owner,Diesel,Manual,Volkswagen
10367,Renault Fluence E2 D,650000,2015,Individual,96000,First Owner,Diesel,Manual,Renault
10368,Hyundai EON Era Plus,249000,2015,Dealer,35000,First Owner,Petrol,Manual,Hyundai
10369,Tata Tiago 2019-2020 XZ,515000,2018,Dealer,21814,First Owner,Petrol,Manual,Tata
10370,Ford Ecosport 2015-2021 Signature Edition Diesel BSIV,869999,2018,Individual,40000,First Owner,Diesel,Manual,Ford
10371,Hyundai i20 Diesel Sportz,550000,2015,Dealer,45000,First Owner,Diesel,Manual,Hyundai
10372,Maruti Swift Dzire ZXI,450000,2014,Dealer,56815,First Owner,Petrol,Manual,Maruti
10373,Honda City i VTEC VX Option,665000,2015,Dealer,45000,First Owner,Petrol,Manual,Honda
10374,Mahindra Bolero SLX,300000,2008,Individual,95000,First Owner,Diesel,Manual,Mahindra
10375,Hyundai Venue S Diesel BSIV,850000,2019,Individual,25000,First Owner,Diesel,Manual,Hyundai
10376,Tata Manza Aura Quadrajet,200000,2009,Individual,50000,First Owner,Diesel,Manual,Tata
10377,Tata Zest Quadrajet 1.3 75PS XE,380000,2018,Individual,66000,First Owner,Diesel,Manual,Tata
10378,Maruti Zen Estilo LXI BSIII,130000,2008,Individual,45000,First Owner,Petrol,Manual,Maruti
10379,Maruti Swift Dzire VDI Optional,600000,2015,Individual,15000,First Owner,Diesel,Manual,Maruti
10380,Mahindra Scorpio 1.99 S4 9S,400000,2014,Dealer,30000,First Owner,Diesel,Manual,Mahindra
10381,Mahindra KUV100 NXT G80 K2,300000,2018,Individual,65000,First Owner,Petrol,Manual,Mahindra
10382,Hyundai i10 Magna,265000,2013,Individual,32000,First Owner,Petrol,Manual,Hyundai
10383,BMW 3 Series GT 320d Luxury Line,1998999,2015,Dealer,41000,First Owner,Diesel,Automatic,BMW
10384,Mahindra Thar CRDe,950000,2018,Individual,50000,First Owner,Diesel,Manual,Mahindra
10385,Hyundai Xcent 1.1 CRDi S Option,300000,2014,Individual,70000,First Owner,Diesel,Manual,Hyundai
10386,Renault KWID RXL,350000,2019,Individual,10000,First Owner,Petrol,Manual,Renault
10387,Mahindra XUV500 W8 2WD,600000,2013,Individual,163168,First Owner,Diesel,Manual,Mahindra
10388,Maruti Swift VDI,380000,2013,Individual,60000,First Owner,Diesel,Manual,Maruti
10389,Tata Manza Aura Plus Safire,225000,2010,Dealer,65000,First Owner,Petrol,Manual,Tata
10390,Mercedes-Benz A-Class A200 CDI Sport,1450000,2014,Dealer,4900,First Owner,Diesel,Automatic,Mercedes-Benz
10391,Honda WR-V i-DTEC S,749000,2017,Dealer,22542,First Owner,Diesel,Manual,Honda
10392,Mahindra TUV 300 T4 Plus,750000,2019,Individual,25000,First Owner,Diesel,Manual,Mahindra
10393,Mahindra Scorpio LX,600000,2012,Individual,80000,First Owner,Diesel,Manual,Mahindra
10394,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,650000,2017,Individual,42000,First Owner,Diesel,Manual,Maruti
10395,Hyundai i10 Sportz,210000,2011,Dealer,43785,First Owner,Petrol,Manual,Hyundai
10396,Hyundai Grand i10 CRDi Asta Option,300000,2015,Dealer,65000,First Owner,Diesel,Manual,Hyundai
10397,Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,905000,2019,Individual,20000,First Owner,Petrol,Manual,Ford
10398,Audi Q5 2.0 TFSI Quattro,1400000,2010,Dealer,41000,First Owner,Petrol,Automatic,Audi
10399,Renault Duster 85PS Diesel RxL Plus,415000,2014,Individual,133000,First Owner,Diesel,Manual,Renault
10400,Maruti Wagon R VXI 1.2 BSIV,425000,2018,Dealer,10983,First Owner,Petrol,Manual,Maruti
10401,Chevrolet Beat LT,125000,2011,Individual,90000,First Owner,Petrol,Manual,Chevrolet
10402,Hyundai Verna VTVT 1.6 SX Option,1195000,2018,Dealer,9000,First Owner,Petrol,Manual,Hyundai
10403,Hyundai i20 Asta 1.4 CRDi,620000,2016,Individual,68000,First Owner,Diesel,Manual,Hyundai
10404,Hyundai Xcent 1.2 Kappa SX Option,389000,2015,Dealer,34125,First Owner,Petrol,Manual,Hyundai
10405,Maruti Alto K10 2010-2014 VXI,224000,2012,Individual,40000,First Owner,Petrol,Manual,Maruti
10406,Maruti Gypsy King ST BSIII,280000,2002,Individual,30000,First Owner,Petrol,Manual,Maruti
10407,Maruti Wagon R LXI,55000,2006,Dealer,45000,First Owner,Petrol,Manual,Maruti
10408,Maruti Baleno Delta 1.2,570000,2018,Individual,20000,First Owner,Petrol,Manual,Maruti
10409,Maruti Eeco 7 Seater Standard BSIV,162000,2013,Individual,40000,First Owner,Petrol,Manual,Maruti
10410,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,1650000,2018,Individual,60000,First Owner,Diesel,Manual,Toyota
10411,Ford Aspire Titanium Diesel BSIV,660000,2019,Individual,30000,First Owner,Diesel,Manual,Ford
10412,Maruti Eeco 5 Seater Standard BSIV,368000,2020,Individual,10000,First Owner,Petrol,Manual,Maruti
10413,Maruti Ciaz VDI SHVS,449000,2016,Dealer,32568,First Owner,Diesel,Manual,Maruti
10414,Maruti Alto LX,200000,2012,Individual,70000,First Owner,Petrol,Manual,Maruti
10415,Maruti Alto 800 LXI BSIV,220000,2014,Dealer,37779,First Owner,Petrol,Manual,Maruti
10416,Renault KWID RXT,275000,2016,Individual,50000,First Owner,Petrol,Manual,Renault
10417,Maruti Omni 8 Seater BSIV,120000,2011,Individual,200000,First Owner,Petrol,Manual,Maruti
10418,Maruti Vitara Brezza VDi,635000,2016,Dealer,52000,First Owner,Diesel,Manual,Maruti
10419,Volkswagen Jetta 1.6 Trendline,249000,2009,Dealer,45000,First Owner,Petrol,Manual,Volkswagen
10420,Mahindra XUV500 W11 Option,1600000,2020,Individual,20000,First Owner,Diesel,Manual,Mahindra
10421,Hyundai i20 1.2 Spotz,650000,2018,Individual,18000,First Owner,Petrol,Manual,Hyundai
10422,Maruti Celerio LXI,360000,2017,Individual,40000,First Owner,Petrol,Manual,Maruti
10423,Volkswagen Ameo 1.5 TDI Highline,500000,2016,Dealer,96759,First Owner,Diesel,Manual,Volkswagen
10424,Honda Amaze V CVT Petrol BSIV,835000,2019,Dealer,11000,First Owner,Petrol,Automatic,Honda
10425,Maruti Wagon R LX,120000,2006,Individual,60000,First Owner,Petrol,Manual,Maruti
10426,Maruti Swift Dzire VDI,530000,2016,Individual,80000,First Owner,Diesel,Manual,Maruti
10427,Maruti Swift ZXI Plus,750000,2018,Individual,12550,First Owner,Petrol,Manual,Maruti
10428,Maruti Swift Dzire VDi,284000,2012,Individual,110000,First Owner,Diesel,Manual,Maruti
10429,Toyota Etios G,355000,2014,Dealer,35000,First Owner,Petrol,Manual,Toyota
10430,Maruti Swift VXI BSIII,190000,2008,Dealer,34273,First Owner,Petrol,Manual,Maruti
10431,Nissan Micra Active XV Petrol,350000,2017,Individual,30000,First Owner,Petrol,Manual,Nissan
10432,Maruti Swift Dzire AMT VDI,790000,2017,Dealer,17637,First Owner,Diesel,Automatic,Maruti
10433,Maruti XL6 Alpha,1040000,2019,Individual,4500,First Owner,Petrol,Manual,Maruti
10434,Nissan Micra Diesel XV,275000,2013,Dealer,91000,First Owner,Diesel,Manual,Nissan
10435,Tata Tiago 1.2 Revotron XT,350000,2018,Individual,50000,First Owner,Petrol,Manual,Tata
10436,Maruti Eeco 7 Seater Standard BSIV,300000,2015,Individual,20000,First Owner,Petrol,Manual,Maruti
10437,Maruti Swift Dzire VXI 1.2,650000,2019,Individual,9000,First Owner,Petrol,Manual,Maruti
10438,Renault Scala RxL,299000,2013,Dealer,44000,First Owner,Petrol,Manual,Renault
10439,Honda Amaze VX i-DTEC,350000,2013,Individual,80000,First Owner,Diesel,Manual,Honda
10440,Maruti Wagon R AMT VXI Option,409999,2017,Individual,10000,First Owner,Petrol,Automatic,Maruti
10441,Skoda Octavia 2.0 TDI AT Style Plus,1290000,2017,Dealer,57000,First Owner,Diesel,Automatic,Skoda
10442,Maruti Alto LX,70000,2006,Individual,70000,First Owner,Petrol,Manual,Maruti
10443,Mercedes-Benz CLS-Class 350,950000,2010,Individual,70000,First Owner,Petrol,Automatic,Mercedes-Benz
10444,BMW 6 Series 640d Coupe,4000000,2013,Dealer,24000,First Owner,Diesel,Automatic,BMW
10445,Ford Ecosport 2015-2021 1.5 Petrol Titanium,670000,2015,Individual,30000,First Owner,Petrol,Manual,Ford
10446,Hyundai EON Sportz,275000,2016,Individual,15000,First Owner,Petrol,Manual,Hyundai
10447,Chevrolet Beat LS,210000,2013,Individual,40000,First Owner,Petrol,Manual,Chevrolet
10448,Ford Figo 1.2P Trend MT,342000,2018,Individual,60000,First Owner,Petrol,Manual,Ford
10449,Maruti Celerio ZXI MT BSIV,425000,2018,Individual,15000,First Owner,Petrol,Manual,Maruti
10450,Datsun GO T,530000,2019,Dealer,1041,First Owner,Petrol,Manual,Datsun
10451,Ford Classic 1.6 Duratec Titanium,450000,2013,Individual,100000,First Owner,Petrol,Manual,Ford
10452,Maruti Alto 800 LXI,270000,2016,Dealer,36172,First Owner,Petrol,Manual,Maruti
10453,Maruti Wagon R LXI,400000,2018,Dealer,6000,First Owner,Petrol,Manual,Maruti
10454,Tata Safari Storme EX,850000,2016,Individual,60000,First Owner,Diesel,Manual,Tata
10455,Hyundai i20 Asta Option CVT BSIV,750000,2019,Individual,7200,First Owner,Petrol,Automatic,Hyundai
10456,Maruti Ritz LDi,235000,2013,Dealer,71000,First Owner,Diesel,Manual,Maruti
10457,Hyundai i10 Asta,315000,2012,Individual,25000,First Owner,Petrol,Manual,Hyundai
10458,Hyundai EON Era Plus,270000,2017,Individual,25000,First Owner,Petrol,Manual,Hyundai
10459,Hyundai i10 Sportz 1.2,340000,2012,Dealer,13000,First Owner,Petrol,Manual,Hyundai
10460,Honda Civic 1.8 S MT,250000,2007,Individual,70000,First Owner,Petrol,Manual,Honda
10461,Tata Tigor JTP Petrol,565000,2020,Dealer,12000,First Owner,Petrol,Manual,Tata
10462,Hyundai i10 Magna,250000,2011,Individual,80000,First Owner,Petrol,Manual,Hyundai
10463,Maruti Ciaz ZDi Plus SHVS,670000,2016,Individual,25000,First Owner,Diesel,Manual,Maruti
10464,Volkswagen Polo 1.5 TDI Comfortline,360000,2014,Dealer,78000,First Owner,Diesel,Manual,Volkswagen
10465,Maruti Alto 800 LXI,315000,2018,Dealer,17000,First Owner,Petrol,Manual,Maruti
10466,Audi A4 3.0 TDI Quattro Premium,2100000,2014,Individual,15000,First Owner,Diesel,Automatic,Audi
10467,Renault Duster 85PS Diesel RxL Optional with Nav,355000,2013,Individual,110000,First Owner,Diesel,Manual,Renault
10468,Ford Figo 1.5D Titanium MT,250000,2015,Individual,85000,First Owner,Diesel,Manual,Ford
10469,Nissan Micra XL,459999,2017,Dealer,82000,First Owner,Petrol,Manual,Nissan
10470,Toyota Innova 2.5 G1 Diesel 8-seater,415000,2011,Individual,90000,First Owner,Diesel,Manual,Toyota
10471,Maruti Alto 800 CNG LXI,225000,2013,Dealer,64000,First Owner,CNG,Manual,Maruti
10472,Tata Manza Aqua Quadrajet BS IV,180000,2010,Individual,100000,First Owner,Diesel,Manual,Tata
10473,Maruti Vitara Brezza ZDi Plus,925000,2017,Dealer,25000,First Owner,Diesel,Manual,Maruti
10474,Maruti Alto K10 VXI,240000,2012,Dealer,80416,First Owner,Petrol,Manual,Maruti
10475,Maruti Alto LXi,170000,2012,Dealer,22215,First Owner,Petrol,Manual,Maruti
10476,Audi A4 2.0 TDI Multitronic,1250000,2010,Dealer,60000,First Owner,Diesel,Automatic,Audi
10477,Maruti Swift VDI BSIV,400000,2014,Individual,62000,First Owner,Diesel,Manual,Maruti
10478,Honda City 1.5 S MT,299000,2009,Dealer,57500,First Owner,Petrol,Manual,Honda
10479,Hyundai i20 Active 1.4 SX,550000,2016,Individual,60000,First Owner,Diesel,Manual,Hyundai
10480,Hyundai i20 1.2 Asta Option,710000,2018,Dealer,4000,First Owner,Petrol,Manual,Hyundai
10481,Nissan Micra Active XV,565000,2018,Dealer,17000,First Owner,Petrol,Manual,Nissan
10482,Maruti Wagon R VXI,375000,2018,Individual,40000,First Owner,Petrol,Manual,Maruti
10483,Tata Indigo LX (TDI) BS-III,325000,2015,Individual,100000,First Owner,Diesel,Manual,Tata
